-512,3.06566E-05
-508,0.001929168
-504,-0.001180548
-500,-0.003167998
-496,-0.000832824
-492,0.000873632
-488,-0.00149186
-484,-0.003521485
-480,-0.001071177
-476,0.001666854
-472,-0.000842463
-468,-0.004740101
-464,-0.002447096
-460,0.003132093
-456,0.002108248
-452,-0.00455439
-448,-0.005096875
-444,0.002418258
-440,0.005584609
-436,-0.000909157
-432,-0.005793646
-428,-0.000776368
-424,0.005856837
-420,0.004153405
-416,-0.001950293
-412,-0.002869486
-408,0.002194963
-404,0.006140311
-400,0.004063017
-396,-0.001052249
-392,-0.001616766
-388,0.004137709
-384,0.007460523
-380,0.002170287
-376,-0.00283678
-372,0.002131574
-368,0.008162227
-364,0.002738068
-360,-0.004733537
-356,0.001126344
-352,0.009946297
-348,0.002605971
-344,-0.009895188
-340,-0.003468732
-336,0.011973708
-332,0.006954706
-328,-0.012384751
-324,-0.012436782
-320,0.006962373
-316,0.011088192
-312,-0.007688524
-308,-0.0174899
-304,-0.004089653
-300,0.007284919
-296,-0.001010613
-292,-0.012262401
-288,-0.009670817
-284,-0.002478195
-280,-0.003350678
-276,-0.007079814
-272,-0.005547449
-268,-0.003547828
-264,-0.00704529
-260,-0.009648155
-256,-0.003257437
-252,0.005369301
-248,0.002245826
-244,-0.009992885
-240,-0.011299821
-236,0.004634459
-232,0.015493748
-228,0.003823138
-224,-0.01177906
-220,-0.004546138
-216,0.016475865
-212,0.021206075
-208,0.005852495
-204,-0.005651655
-200,0.000579299
-196,0.015114793
-192,0.022831742
-188,0.017415853
-184,0.006588494
-180,0.006670124
-176,0.019650286
-172,0.02583488
-168,0.016587144
-164,0.009771862
-160,0.011849944
-156,0.005410771
-152,-0.003843423
-148,0.011507676
-144,0.031082914
-140,0.004125578
-136,-0.041653271
-132,-0.023201348
-128,0.038511565
-124,0.027076862
-120,-0.060407272
-116,-0.082607332
-112,0.005987659
-108,0.066164034
-104,0.00840122
-100,-0.064460699
-96,-0.048723329
-92,-0.00536628
-88,-0.024507084
-84,-0.0709268
-80,-0.073501037
-76,-0.049234335
-72,-0.0438549
-68,-0.046963834
-64,-0.041086214
-60,-0.050247337
-56,-0.080684837
-52,-0.087596319
-48,-0.048874632
-44,-0.007725957
-40,-0.000687719
-36,0.001391962
-32,0.037047888
-28,0.079694388
-24,0.072548874
-20,0.027956599
-16,0.037772546
-12,0.152362374
-8,0.277459548
-4,0.250740612
0,0.036767156
4,-0.202676378
8,-0.27171567
12,-0.147886292
16,0.013721116
20,0.068407126
24,0.024655138
28,-0.010725777
32,0.016282799
36,0.056366655
40,0.047129899
44,0.000896273
48,-0.025814192
52,-0.017594394
56,-0.008864205
60,-0.015654127
64,-0.009295296
68,0.024720691
72,0.0456369
76,0.015487435
80,-0.029263352
84,-0.021079188
88,0.030816058
92,0.045082416
96,-0.0026187
100,-0.031891901
104,0.015201046
108,0.072194757
112,0.047329361
116,-0.030772324
120,-0.057061062
124,-0.008500715
128,0.034597748
132,0.01807112
136,-0.019498616
140,-0.02208197
144,0.006621627
148,0.02519675
152,0.014526644
156,-0.007622672
160,-0.015777348
164,-0.005719296
168,0.005336288
172,0.003926359
176,-0.002803528
180,-0.002346012
184,0.002259683
188,0.000878441
192,-0.004172872
196,-0.00385737
200,-0.000339549
204,-0.002475014
208,-0.008051625
212,-0.005883587
216,0.005265489
220,0.012191798
224,0.005004336
228,-0.008094237
232,-0.010423139
236,0.000612434
240,0.00922444
244,0.003352243
248,-0.007915084
252,-0.007979946
256,0.003143258
260,0.010178599
264,0.00477981
268,-0.004940935
272,-0.007151017
276,-0.000566668
280,0.00583996
284,0.004182726
288,-0.002772646
292,-0.004990801
296,0.000961489
300,0.006355801
304,0.003063589
308,-0.003964078
312,-0.004580832
316,0.00084169
320,0.003072681
324,-0.000719438
328,-0.003245924
332,0.000184685
336,0.003879979
340,0.001201556
344,-0.004185206
348,-0.003621728
352,0.002415147
356,0.00420193
360,-0.001743898
364,-0.006172996
368,-0.001456641
372,0.005650442
376,0.004200567
380,-0.003653594
384,-0.006049213
388,0.000252887
392,0.005549219
396,0.002360315
400,-0.003989512
404,-0.004040696
408,0.002117972
412,0.005520714
416,0.001417532
420,-0.003869717
424,-0.00231365
428,0.003441407
432,0.004008371
436,-0.001378144
440,-0.003214071
444,0.001914206
448,0.004838722
452,5.06988E-05
456,-0.00379013
460,0.0005864
464,0.00514779
468,0.001017818
472,-0.004640146
476,-0.001426072
480,0.004917208
484,0.002858209
488,-0.003891583
492,-0.003510894
496,0.002559138
500,0.003185033
504,-0.002223102
508,-0.003971528
